edge_id,source_node_id,target_node_id,predicate,subject_type,subject_name,object_type,object_name,claim_id,edge_source,assertion_level,authority_level,review_status,confidence,source_document_id,chunk_id,evidence_text,condition_text,source_type,source_url,title,section_path,extraction_method,model
edge_1610bbfec3e7e38a,n_08153ac133549da8,n_de1738629ecd9b92,based_on,permit_service,음식점 영업자 등의 준수사항,legal_basis,식품위생법 시행규칙,claim_9a1b605a8bfd6240,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_1_cnpClsNo_1,evchunk_1a2013f060570e,「식품위생법 시행규칙」 별표 17 에서 정하는 사항,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=1&cnpClsNo=1,음식점 영업자 등의 준수사항,음식점 영업자 등의 준수사항 > 영업자 등의 준수사항 음식점 영업자 및 종업원의 준수사항 음식점 영업자와 그 종업원은,llm,gpt-5-nano
edge_91c464c3dc74cb4c,n_0b8e278d4cb45c24,n_4e980ee859a31e82,based_on,permit_service,모범업소 지정,legal_basis,식품위생법 시행규칙 제61조 제5항,claim_c9d663f6663436cb,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_fdb66a49e7f742,인쇄체크 모범업소 지정 취소 취소 사유 모범업소로 지정된 업소가 다음에 해당하게 될 경우에는 지체 없이 그 지정이 취소됩니다(,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 모범업소 지정 취소 취소 사유 모범업소로 지정된 업소가 다음에 해당하게 될 경우에는,deterministic_repair,gpt-5-nano
edge_ad45b61e57906781,n_0b8e278d4cb45c24,n_52619676244db9a0,based_on,permit_service,모범업소 지정,legal_basis,모범업소 지정 및 운영관리 규정 제17조제2항,claim_3f93d44145fadc3f,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_00ec19bb663866,지정증의 재교부신청을 받은 시장·군수·구청장은 담당 공무원으로 하여금 변경된 사실을 확인하게 한 후 지정증을 재교부해야 합니다,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 표지판 및 지정증의 관리 모범업소 표지판 부착 모범업소로 지정을 받은 업소는 시장·군수·구청장이,llm,gpt-5-nano
edge_cdb77893494b3ae7,n_0b8e278d4cb45c24,n_57ce7191d0f905de,based_on,permit_service,모범업소 지정,legal_basis,"식품위생법 시행규칙 별표 19 제2호, 모범업소 지정 및 운영관리 규정 별표 1, 별표 4",claim_3467d076cf55006d,llm_claim,explicit,official_guide,official_document,0.7,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_8d53c6c2ff60e8,"심의는 「식품위생법 시행규칙」 별표 19 제2호, 「모범업소 지정 및 운영관리 규정」 별표 1과 별표 4의 지정기준에 따라야 하며",,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 모범업소 지정 절차 지정 신청 모범음식점으로 지정을 받고자 하는 업소의 영업자는 모범음식점,llm,gpt-5-nano
edge_4355d846cf5a1764,n_0b8e278d4cb45c24,n_87c2c819a64aa871,based_on,permit_service,모범업소 지정,legal_basis,모범업소 지정 및 운영관리 규정 제11조제6항,claim_f8e3bba5c9dffb72,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_00ec19bb663866,「모범업소 지정 및 운영관리 규정」 제11조제6항,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 표지판 및 지정증의 관리 모범업소 표지판 부착 모범업소로 지정을 받은 업소는 시장·군수·구청장이,llm,gpt-5-nano
edge_30dad20e6456bcf8,n_0b8e278d4cb45c24,n_8824c1b946f06563,based_on,permit_service,모범업소 지정,legal_basis,식품위생법 제47조 제3항,claim_a4bf466b3d66b3c9,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_fdb66a49e7f742,인쇄체크 모범업소 지정 취소 취소 사유 모범업소로 지정된 업소가 다음에 해당하게 될 경우에는 지체 없이 그 지정이 취소됩니다(,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 모범업소 지정 취소 취소 사유 모범업소로 지정된 업소가 다음에 해당하게 될 경우에는,deterministic_repair,gpt-5-nano
edge_5708e1a5ecc74677,n_0b8e278d4cb45c24,n_a7bd4cf6ca1ff558,based_on,permit_service,모범업소 지정,legal_basis,모범업소 지정 및 운영관리 규정 제17조제1항,claim_3f51bdad35020754,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_00ec19bb663866,지정증의 재교부 모범음식점으로 지정된 업소의 영업자는 단순히 업소의 명칭이나 상호가 변경되거나 영업자가 모범업소 지정 특례(「모범업소 지정 및 운영관리 규정」 제18조제1항)에 해당하는 경우 지정증의 재교부를 시장·군수·구청장에게 신청할 수 있습니다,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 표지판 및 지정증의 관리 모범업소 표지판 부착 모범업소로 지정을 받은 업소는 시장·군수·구청장이,llm,gpt-5-nano
edge_367e53f28cd807b6,n_0b8e278d4cb45c24,n_c9b3fcabf66ffa8f,based_on,permit_service,모범업소 지정,legal_basis,식품위생법 시행규칙 제61조 제4항,claim_24ccff40e42fd5cb,llm_claim,explicit,official_guide,official_document,0.8,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_3_cnpClsNo_1,evchunk_fdb66a49e7f742,재심사결과 부적합하다고 판단될 때 영업정지 이상의 행정처분을 받은 때 해당 시·군·구 관할지역 외로 영업소의 소재지를 변경하였을 때 취소에 따른 조치 시장·군수·구청장은 모범업소의 지정을 취소할 경우 다음의 조치를 취해야 합니다( 「식품위생법 시행규칙」 제61조 제4항).,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=3&cnpClsNo=1,모범업소 지정,모범업소 지정 > 모범업소 지정 취소 취소 사유 모범업소로 지정된 업소가 다음에 해당하게 될 경우에는,llm,gpt-5-nano
edge_161135eb3040e2ed,n_0c479c26edbd2269,n_007cb2517d5c9b6a,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률,claim_722f71b503a9bf37,llm_claim,explicit,official_guide,official_document,0.7,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_8fa5d2cdb27fd6,※ “가맹점사업자”란 가맹점을 운영하기 위해서 가맹본부로부터 가맹점운영권을 부여받은 사업자를,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,llm,gpt-5-nano
edge_701f8305595e5dac,n_0c479c26edbd2269,n_007cb2517d5c9b6a,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률,claim_e8dbd05a34d01e08,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_f98efc99f1b53a,「가맹사업거래의 공정화에 관한 법률」 제2조 제2호),,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,deterministic_repair,gpt-5-nano
edge_c189a5b4b30edbb7,n_0c479c26edbd2269,n_6ea5006d469bbf3a,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률 제7조 제3항,claim_ad4334fc66feb4dd,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_10720d3f7a337c,「가맹사업거래의 공정화에 관한 법률」 제7조 제3항),정보공개서 제공 시점 관련 법규,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,deterministic_repair,gpt-5-nano
edge_b242d06a8fa6595c,n_0c479c26edbd2269,n_70f0f8b6ec4beeae,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률 제11조 제1항,claim_e4799761af873c7e,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_10720d3f7a337c,「가맹사업거래의 공정화에 관한 법률」 제11조 제1항),가맹계약의 체결 및 예치 관련 규정에 대한 법적 근거,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,deterministic_repair,gpt-5-nano
edge_6848f73ba6f48dfb,n_0c479c26edbd2269,n_c719d3752d24b8d7,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률 제2조 제1호,claim_d681bac622e8e582,llm_claim,explicit,official_guide,official_document,0.6,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_e66dd62184b1a2,인쇄체크 독립창업과 가맹사업 창업의 차이점을 알아볼까요?,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 독립창업과 가맹사업 창업의 차이점을 알아볼까요?,deterministic_repair,gpt-5-nano
edge_415c8c6370dabadb,n_0c479c26edbd2269,n_cc90a80d2923dcd2,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹계약서에 법령상 요구되는 필수 기재사항,claim_475d95ad368a45e6,llm_claim,explicit,official_guide,official_document,0.75,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_f98efc99f1b53a,가맹계약서에 법령상 요구되는 필수 기재사항이 포함되어 있는지 여부를 검토합니다( 「가맹사업거래의 공정화에 관한 법률」 제11조 제2항 및 「가맹사업거래의 공정화에 관한 법률 시행령」 제12조 ).,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,llm,gpt-5-nano
edge_6d448454888403ed,n_0c479c26edbd2269,n_ce39fde488044391,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,"""가맹사업거래의 공정화에 관한 법률"" 제7조 제2항 본문",claim_81fa2a6e84bc6dbd,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_8fa5d2cdb27fd6,※ “가맹본부”란 가맹점사업자에게 가맹점운영권을 부여하는 사업자를 말하며( 「가맹사업거래의 공정화에 관한 법률」 제2조 제2호),,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,llm,gpt-5-nano
edge_1d2eb500b40aa28f,n_0c479c26edbd2269,n_e5982b5a9a1e3762,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,영업표지의 사용권 부여에 관한 사항,claim_9290611a5597a60a,llm_claim,explicit,official_guide,official_document,0.7,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_f98efc99f1b53a,영업표지의 사용권 부여에 관한 사항,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,llm,gpt-5-nano
edge_6ea30507c1549171,n_0c479c26edbd2269,n_e85199876cf4dc3c,based_on,permit_service,독립창업과 가맹사업 창업,legal_basis,가맹사업거래의 공정화에 관한 법률 시행령,claim_0181b4c268504c92,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_f98efc99f1b53a,「가맹사업거래의 공정화에 관한 법률」 제11조 제2항 및 「가맹사업거래의 공정화에 관한 법률 시행령」 제12조 ),,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,deterministic_repair,gpt-5-nano
edge_5ee4c6597503c9ec,n_10c6296e5b71e347,n_d4d6ebdecd40b982,based_on,permit_service,식품위생법 제2조 정의,legal_basis,법 제2조 정의,claim_2dfdaaeb9829abd4,llm_claim,explicit,official,official_document,0.6,law_식품위생법,evchunk_bcb799184c9994,제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다.,,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제2조 정의,식품위생법 제2조 정의,llm,gpt-5-nano
edge_8d8652f73ba407a0,n_110693b0bef4bfb0,n_5df59d188b0094b7,based_on,permit_service,식품위생법 시행령 제26조 등록하여야 하는 영업,legal_basis,법 제37조제5항,claim_6fe91fabf583dbe9,llm_claim,explicit,official,official_document,0.8,law_식품위생법_시행령,evchunk_5d25851bea955e,법 제37조제5항 본문에 따라 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장에게 등록하여야 하는 영업은,법 제37조제5항 본문에 따라 등록,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제26조 등록하여야 하는 영업,식품위생법 시행령 제26조 등록하여야 하는 영업,llm,gpt-5-nano
edge_b275aa622388d7b6,n_164d6b5b99d35453,n_0d40fabf7ffd87a8,based_on,permit_service,세금의 납부,legal_basis,부가가치세법,claim_4a2fa9d4453ff664,llm_claim,explicit,official_guide,official_document,0.6,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_8aae3a0fcbfe2c,간이과세자 개념 “간이과세자”란 직전 연도의 재화와 용역의 공급에 대한 대가(부가가치세가 포함된 대가)가 1억4백만원에 미달하는 개인사업자를 말합니다( 「부가가치세법」 제61조 제1항 및 「부가가치세법 시행령」 제109조 제1항).,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 영업소득에 대한 부가가치세를 납부해야 합니다.,llm,gpt-5-nano
edge_53263561e8ff0931,n_164d6b5b99d35453,n_488738c608b983cc,based_on,permit_service,세금의 납부,legal_basis,소득세법,claim_b00ea068a0db962c,llm_claim,explicit,official_guide,official_document,0.8,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_73d31e3f716d26,소득세는 거주자의 다음 소득에 부과됩니다( 「소득세법」 제4조 ).,,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 매년 발생되는 영업소득에 대해서는 소득세를 납부해야 합니다.,llm,gpt-5-nano
